## SC	SiteCatalyst SAINT Import File	v:2.1
## SC	'## SC' indicates a SiteCatalyst pre-process header. Please do not remove these lines.
## SC	D:2022-08-29 16:07:04	A:249457:101
Key	Name	Manager	Department	Brand	Type	Channel	Network	Delivery	Device
21267	CR General | SKW - [credit repair services] - desktop	Online - PPC Search NB Google	Paid Search - Non-Brand	CreditRepair	Other	Search	Google	nan	nan
21270	CR General | SKW - [credit repair companies] - Mobile	Online - PPC Search NB Google	Paid Search - Non-Brand	CreditRepair	Other	Search	Google	nan	nan
21274	CR Direct Traffic Spanish	Affiliate - Spanish	Affiliate	CreditRepair	Other	Other	Other	nan	nan
21284	CR_RMKTG_SFMC_CRAS_2	Remarketing - CV Email	Remarketing	CreditRepair	Other	Other	Other	nan	nan
21285	Facebook: PR - Snapshot - RP - Interest	Online - PPC Social Prospecting	Paid Social	CreditRepair	Other	Other	Other	nan	nan
21289	Facebook: PR - Streetcred - snap	Online - PPC Social Prospecting	Paid Social	CreditRepair	Other	Other	Other	nan	nan
21353	Forbes - Review	Online - Affiliate NB	Affiliate	CreditRepair	Other	Other	Other	nan	nan
21356	Even Financial - Offerwall linkout	Online - Affiliate NB	Affiliate	CreditRepair	Other	Other	Other	nan	nan
21359	LEX_RMKTG_AgedLeads_CR_21359	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21360	LEX_RMKTG_AgedLeads_CR_21360	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21382	CR_RMKTG_SFMC_Pending_2A - Retired	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21384	CR_RMKTG_SFMC_Pending_4A - Retired	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21392	People who engaged with any post or ad CR & LEX - 365 Days	Online - PPC Social Other	Paid Social	CreditRepair	Other	Other	Other	nan	nan
21407	Former Clients - 2013-2020 - Value	Online - PPC Social Retargeting	Paid Social	CreditRepair	Other	Other	Paid Social Retargeting	nan	nan
21408	Interest - First Time Buyer - Snapshot	Online - PPC Social Prospecting	Paid Social	CreditRepair	Other	Other	Other	nan	nan
21410	Website 7 day - Mortgage - Snapshot 	Online - PPC Social Retargeting	Paid Social	CreditRepair	Other	Other	Paid Social Retargeting	nan	nan
21413	LAL - Super - BM	Online - PPC Social Prospecting	Paid Social	CreditRepair	Other	Other	Other	nan	nan
21430	CR_RMKTG_Aktify_Pending	Remarketing - FC SMS	e5	CreditRepair	Other	Other	Other	nan	nan
21431	CR_RMKTG_Aktify_FOG	Remarketing - FOG SMS	Remarketing	CreditRepair	Other	Other	Other	nan	nan
21432	CR_RMKTG_Aktify_CRAS	Remarketing - CV SMS	Remarketing	CreditRepair	Other	Other	Other	nan	nan
21435	Pushnami: P- Push:FreeReportSummary	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21436	Pushnami: P-Waterfall:RSS Blog Feed	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21441	Display-Geist : FB_A_AskedAnswered_PayPath_PS_RON	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21446	CR_RMKTG_SFMC_ChargeOff_1	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21447	CR_RMKTG_SFMC_ChargeOff_2	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21448	CR_RMKTG_SFMC_ChargeOff_3	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21449	CR_RMKTG_SFMC_ChargeOff_4	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21453	CR_RMKTG_SFMC_ROR_2	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21454	CR_RMKTG_SFMC_ROR_3	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21455	CR Native-Pushnami-remove collections	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21456	CR Native-Pushnami-remove late payments	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21457	Pushnami: CR - Push:FixCredit	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21458	Pushnami - Native - remove_late_payments_recurring	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21461	Online Affiliate - Adsmovil Spanish	Affiliate - Spanish	Affiliate	CreditRepair	Other	Other	Other	nan	nan
21464	CR_RMKTG_SFMC_Pending_Value_1A	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21465	CR_RMKTG_SFMC_Pending_Value_2A	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21466	CR_RMKTG_SFMC_Pending_Value_3A	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21467	CR_RMKTG_SFMC_Pending_Value_4A	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21468	CR_RMKTG_SFMC_Pending_Value_1B	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21469	CR_RMKTG_SFMC_Pending_Value_2B	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21470	CR_RMKTG_SFMC_Pending_Value_3B	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21471	CR_RMKTG_SFMC_Pending_Value_4B	Remarketing - FC Email	e5	CreditRepair	Other	Other	Other	nan	nan
21472	Gesit - 003	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21483	Native - Pushnami:Value-Product	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21484	ConsumerTrack 004	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21486	CR_RMKTG_SFMC_FOG_1_SLB - Retired	Remarketing - FOG Email	Remarketing	CreditRepair	Other	Other	Other	nan	nan
21488	DSL_Interest > Credit Repair - Spanish - Snapshot	Online PPC - Spanish	nan	CreditRepair	Other	Other	Other	nan	nan
21489	LAL - Current Clients - Spanish - Snapshot	Online PPC - Spanish	nan	CreditRepair	Other	Other	Other	nan	nan
21493	ConsumerTrack 003	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21496	Wishbone - Spanish Tiktok	Affiliate - Spanish	Affiliate	CreditRepair	Other	Other	Other	nan	nan
21497	Madrivo - Online Signups 	Affiliate - Spanish	Affiliate	CreditRepair	Other	Other	Other	nan	nan
21505	Credit Sesame - CR Value 	Online - Affiliate NB	Affiliate	CreditRepair	Other	Other	Other	nan	nan
21507	Consumers Advocate - Money.com Credit Value 	Online - Affiliate NB	Affiliate	CreditRepair	Other	Other	Other	nan	nan
21509	Online Affiliate- Offer Blueprint - CR Value	Online - Affiliate NB	Affiliate	CreditRepair	Other	Other	Other	nan	nan
21511	Addshoppers	Online - Affiliate NB	Affiliate	CreditRepair	Other	Other	Other	nan	nan
21513	Credit.com CR Value Offer ($39.95)	Credit.com - CRC	Freemium & Email	CreditRepair	Other	Other	Other	nan	nan
21514	CR_RMKTG_FOG_1_DesignA	Remarketing - FOG Email	Remarketing	CreditRepair	Other	Other	Other	nan	nan
21515	CR_RMKTG_FOG_2_DesignA	Remarketing - FOG Email	Remarketing	CreditRepair	Other	Other	Other	nan	nan
21516	CR_RMKTG_FOG_3_DesignA	Remarketing - FOG Email	Remarketing	CreditRepair	Other	Other	Other	nan	nan
21517	CR_RMKTG_FOG_4_DesignA	Remarketing - FOG Email	Remarketing	CreditRepair	Other	Other	Other	nan	nan
21518	CR_RMKTG_FOG_1_DesignB	Remarketing - FOG Email	Remarketing	CreditRepair	Other	Other	Other	nan	nan
21519	CR_RMKTG_FOG_2_DesignB	Remarketing - FOG Email	Remarketing	CreditRepair	Other	Other	Other	nan	nan
21520	CR_RMKTG_FOG_3_DesignB	Remarketing - FOG Email	Remarketing	CreditRepair	Other	Other	Other	nan	nan
21521	CR_RMKTG_FOG_4_DesignB	Remarketing - FOG Email	Remarketing	CreditRepair	Other	Other	Other	nan	nan
21522	Interest - Spanish - Snapshot	Online PPC - Spanish	nan	CreditRepair	Other	Other	Other	nan	nan
21523	Website Retargeting - Spanish - Snapshot	Online PPC - Spanish	nan	CreditRepair	Other	Other	Other	nan	nan
21531	ConsumerTrack 005	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21532	ConsumerTrack 006	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21534	ConsumerTrack 008	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21535	Native - Pushnami_WF_Day1_MTpage	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21536	Native - Pushnami_WF_Day1_snapshot	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21538	Native - Pushnami_WF_Day1_blog	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21539	Native - Pushnami_WF_Day2_MTpage	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21540	Native - Pushnami_WF_Day2_snapshot	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21541	Native - Pushnami_WF_Day2_blog	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21542	Native - Pushnami_WF_Day3_MTpage	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21543	Native - Pushnami_WF_Day3_snapshot	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21544	Native - Pushnami_WF_Day3_blog	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21545	BING: MSAN_BigMoments_IM	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21546	BING: MSAN_BigMoments_IM 	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21547	Interest - Value - BM - Price Test	Online - PPC Social Prospecting	Paid Social	CreditRepair	Other	Other	Other	nan	nan
21548	Interest - Value - BM - No Price Test	Online - PPC Social Prospecting	Paid Social	CreditRepair	Other	Other	Other	nan	nan
21549	Former Clients - 2013-2020 - Value	Online - PPC Social Retargeting	Paid Social	CreditRepair	Other	Other	Paid Social Retargeting	nan	nan
21550	Website 7 day - Mortgage - Snapshot	Online - PPC Social Retargeting	Paid Social	CreditRepair	Other	Other	Paid Social Retargeting	nan	nan
21552	Interest - First Time Buyer - Snapshot	Online - PPC Social Prospecting	Paid Social	CreditRepair	Other	Other	Other	nan	nan
21553	Website 180 day - Mortgage - Snapshot	Online - PPC Social Retargeting	Paid Social	CreditRepair	Other	Other	Paid Social Retargeting	nan	nan
21554	Native - Pushnami_PN_Blog	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21555	Native - Pushnami_PN_Snapshot	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21556	Native - Pushnami_PN_ValueNoPrice	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21557	Native - Pushnami_PN_ValuePrice	Online - PPC Display Prospecting	Display	CreditRepair	Display - Prospecting	Other	Other	nan	nan
21558	LAL - Super - Value 	Online - PPC Social Prospecting	Paid Social	CreditRepair	Other	Other	Other	nan	nan
21559	Pandora	Brand - Direct Entry	Direct	CreditRepair	Other	Other	Other	nan	nan
21576	Website 180 day *non advantage audience* - Mortgage - Snapshot	Online - PPC Social Retargeting	Paid Social	CreditRepair	Other	Other	Paid Social Retargeting	nan	nan
21577	Credit.com CR Value Offer (Control)	Credit.com - CRC	Freemium & Email	CreditRepair	Other	Other	Other	nan	nan
21578	LEX_RMKTG_FOG_NegativeItems_5	Remarketing - FOG Email	Remarketing	CreditRepair	Other	Other	Other	nan	nan
21580	Aged Leads Email 2	Remarketing - Email	Remarketing	CreditRepair	Other	Other	Other	nan	nan
21581	Aged Leads Email Test 1	Remarketing - Email	Remarketing	CreditRepair	Other	Other	Other	nan	nan
