## SC	SiteCatalyst SAINT Import File	v:2.1
## SC	'## SC' indicates a SiteCatalyst pre-process header. Please do not remove these lines.
## SC	D:2022-08-29 16:07:04	A:249457:101
Key	Name	Manager	Department	Brand	Type	Channel	Network	Delivery	Device
4567	Credit Sesame - Personal Loan Decline Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
4582	Credit Sesame - PH C Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
4583	Credit Sesame - PH D Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
4584	Credit Sesame - PH F Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
4585	Credit Sesame - Credit Monitoring Alert Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
4637	Facebook Acquisition DNF LAL 1% Category 2 - Low Quality	Online - PPC Social Facebook	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
4678	Facebook: RT - CR - Discount	Online - PPC Social Retargeting	Paid Social	LexingtonLaw	Other	Other	Paid Social Retargeting	nan	nan
4679	First Loan Choice	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
4712	Credit.com - Native Default	Credit.com	Freemium & Email	LexingtonLaw	Other	Other	Other	nan	nan
4729	MSN: NBrand Desktop - Boost Credit 2	Online - PPC Bing NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Bing	nan	nan
4735	MSN: NBrand Desktop - Build Credit 2	Online - PPC Bing NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Bing	nan	nan
4770	Facebook: Retargeting - $50 Off	Online - PPC Social Retargeting	Paid Social	LexingtonLaw	Other	Other	Paid Social Retargeting	nan	nan
4824	Google: General - DSA - Desktop	Online - Paid Search Google NB L	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
4831	MSN: NBrand Mobile - FICO 1	Online - PPC Bing NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Bing	nan	nan
4904	Criteo - Display Retargeting	Online - PPC Display Retargeting	Display	LexingtonLaw	Display - Retargeting	Other	Other	nan	nan
4905	Criteo - New Years Retargeting	Online - PPC Display Retargeting	Display	LexingtonLaw	Display - Retargeting	Other	Other	nan	nan
4929	Facebook: Invoca Phone - $50 Discount	Online - PPC Social Retargeting	Paid Social	LexingtonLaw	Other	Other	Paid Social Retargeting	nan	nan
30080	Credit Sesame - Featured Placement	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
30223	Facebook: Acq Test Apartment	Online - PPC Social Facebook	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
30240	Roxs Marketing - Online Affiliate	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
30244	Natural Intelligence - Online 2 	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
30250	RTO Homes Hotswap 	Hotswap - External	Hotswap External	LexingtonLaw	Other	Other	Other	nan	nan
30292	Facebook: Lex Step 1-3 Abandons 30 Days - AN	Online - PPC Social Facebook	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
30335	ConsumersAdvocate	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
30698	TransUnion.com - Site Placement - LL	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
30716	TUCM - Site Placement - LL	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
30794	ConsumersAdvocate - Mobile Traffic	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
30796	Online Affiliate - Trustpilot	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
30815	Adcloud - Lex Retargeting	Online - PPC Display Retargeting	Display	LexingtonLaw	Display - Retargeting	Other	Other	nan	nan
30935	Affiliate - Applied Minds	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
30937	Lending Tree - Loan Denial	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
30958	Credit.com - Benefits - Return	Credit.com - CRC	Freemium & Email	LexingtonLaw	Other	Other	Other	nan	nan
30969	CRC - Mobile Dashboard Neg Item List	Credit.com - CRC	Freemium & Email	LexingtonLaw	Other	Other	Other	nan	nan
31025	LexLaw-Influencer	Brand - Direct Earned PR	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
31027	LexLaw-Blog	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31130	AceTech - Loan Denial	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31140	Online - BlueKeel - Facebook	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31220	GMB - Waterford, MI	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31221	GMB - Jacksonville, FL	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31222	GMB - Phoenix, AZ	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31225	GMB - Tucson, AZ	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31226	GMB - Jackson, MS	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31227	GMB - North Salt Lake, UT	Online - Natural Search GMB	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31228	GMB - Bluffton, SC	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31229	Natural Search-10	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31234	MSN: Brand Desktop - LEX Credit Repair 1	Online - PPC Bing BR (New)	Paid Search - Brand	LexingtonLaw	Other	Other	Bing	nan	nan
31235	MSN: Brand Mobile - LEX Credit Repair 1	Online - Paid Search Bing Brand 	Paid Search - Brand	LexingtonLaw	Other	Other	Bing	nan	nan
31240	Google: Fix Credit 2 - Target CPA	Online - Paid Search Google NB L	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
31260	ConsumerAffairs - Click Traffic	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31330	Geist Display 538	Online - PPC Geist Display	Display	LexingtonLaw	Other	Other	Other	nan	nan
31343	Natural Search - Index	Online - Natural Search Brand	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31344	Natural Search - GMB (Static)	Online - Natural Search Brand	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31345	Natural Search - Credit Repair Services	Online - Natural Search Brand	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31346	Natural Search - FAQ/Costs	Online - Natural Search Brand	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31347	Natural Search - FAQ	Online - Natural Search Brand	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31348	Natural Search - Our Firm/Reviews	Online - Natural Search Brand	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31349	Natural Search - Credit Snapshot	Online - Natural Search Brand	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31351	Natural Search - Our Firm	Online - Natural Search Brand	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31352	Natural Search - Signup	Online - Natural Search Brand	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31370	NS YouTube: General TID	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31371	GMB - New York, New York	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31372	Natural Search - Lexington Law App - Android	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31373	SocialMedia-Facebook	Brand - Direct Earned Social	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
31465	Affiliate - Media Force	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31476	Affiliate - Wickfire - General - Closed/Shut Down	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31553	Creditdotcom-RS4	Credit.com - Intent	Intent	LexingtonLaw	Other	Other	Other	nan	nan
31592	Credit Sesame - Collections Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31613	Wickfire - Names - Closed	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31664	Active Sun- Email	Lead Gen - External	Lead Gen	LexingtonLaw	Other	Other	Other	nan	nan
31722	Facebook: LEX - ACQ - A - InMarket New Used Car - 3	Online - PPC Social Prospecting	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
31751	Lending Tree - Personal Loans	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31755	Credit Sesame - Var1-ios-aoop-payment-history	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31756	Credit Sesame - Var2-ios-aoop-payment-history 	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31757	Credit Sesame - Var1-ios-aoop-sesame-potential-payment-history-simulation 	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31774	Credit Sesame - Var2-ios-aoop-sesame-potential-payment-history-simulation 	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31780	TUCM.com - DFP - Fair	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31802	GDN - GSP - Desktop	Online - PPC Display GDN	Display	LexingtonLaw	Other	Display	Other	nan	nan
31804	Google: Brand Desktop - Lexington Law KW Exact	Online - Paid Search Google Bran	Paid Search - Brand	LexingtonLaw	Other	Other	Google	nan	nan
31805	Google: B - Lexington Law KW	Online - PPC Google BR (New)	Paid Search - Brand	LexingtonLaw	Other	Other	Google	nan	nan
31820	Gemini: NBrand Desktop - Native 	Online - Paid Search Gemini NB L	nan	LexingtonLaw	Other	Other	Other	nan	nan
31834	Affiliate - Cicola Investments - DRIPS	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31836	LeadPoint - Credit Cards - Inactive	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31837	Credit Sesame - Preferred Placement	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31844	Lendio	Hotswap - External	Hotswap External	LexingtonLaw	Other	Other	Other	nan	nan
31882	Natural Search - Lexington Law App - iTunes	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
31884	GDN - US C.com Remarketing	Online - PPC Display Other	Display	LexingtonLaw	Other	Native	Native	nan	nan
31900	Affiliate - Banks.com	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
31957	Social Media - Facebook - Video	Brand - Direct Earned Content	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
31958	Social Media - Facebook - Images	Brand - Direct Earned Content	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
31959	Social Media - Facebook - Blogs 	Brand - Direct Earned Content	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
31961	Social Media -Instagram 	Brand - Direct Earned Content	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
31963	Social Media - Twitter - Chat 	Brand - Direct Earned Content	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
31964	Social Media - Twitter - Posts 	Brand - Direct Earned Content	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
31965	Social Media - Twitter - Blogs 	Brand - Direct Earned Content	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
31968	Social Media - YouTube - Videos	Brand - Direct Earned Social	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
32006	Gemini: NBrand - Lexington Law - Native	Online - Paid Search Google NB L	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
32024	GDN - Smart Display 	Online - PPC Display Other	Display	LexingtonLaw	Other	Native	Native	nan	nan
32066	Affiliate - Bryan Enterprises 	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32112	CCOM LL Test	Credit.com - Email	Freemium & Email	LexingtonLaw	Other	Other	Other	nan	nan
32113	Consumers Advocate - BCB 	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32114	CreditReviews.com - STL	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32117	Credit Sesame Mobile: IOS AOOP PH	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32118	Credit Sesame Mobile: IOS AAOP PH Sim Control	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32119	Credit Sesame Mobile: IOS AOOP PH Sim Variation Preferred Placement	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32122	Credit Sesame Mobile: Android AOOP PH	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32129	Lifestyle Influencer	Brand - Direct Earned PR	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
32132	GMB - Overland Park, Kansas	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
32133	GMB - Nundelein, Illinois	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
32135	GMB - Lewiston, Maine	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
32136	GMB - Frederick, Maryland	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
32138	GMB - Fairlawn, Ohio	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
32139	GMB - Pittsburgh, Pennsylvania	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
32140	GMB - Oakton, Virginia	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
32141	GMB - Birmingham, Alabama	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
32142	GMB - Oklahoma City, Oklahoma	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
32147	Natural Search - Client Services	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
32150	Natural Search- Lex Pinterest	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
32156	Facebook: RT - Credit Sesame - Influencer	Online - PPC Social Retargeting	Paid Social	LexingtonLaw	Other	Other	Paid Social Retargeting	nan	nan
32159	Natural Search-74	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
32160	GMB - Local Pack Test 1	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
32161	Yelp - ALL	Online - Natural Search	Natural Search	LexingtonLaw	Other	Other	Other	nan	nan
32162	Invoca - Mpire - PUSH	Online - Affiliate Invoca	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32163	Invoca - Aragon - Push - Inactive	Online - Affiliate Invoca	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32166	Invoca - Fluent - Deployment Test	Online - Affiliate Invoca	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32172	Credit.com	Credit.com - Intent	Intent	LexingtonLaw	Other	Other	Other	nan	nan
32173	Credit.com	Credit.com - Intent	Intent	LexingtonLaw	Other	Other	Other	nan	nan
32175	Credit.com	Credit.com - Paid Media	Paid Media	LexingtonLaw	Other	Other	Other	nan	nan
32176	Credit Sesame Mobile: Android AOOP PH Sim Variation Preferred Placement	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32178	Credit Sesame Mobile: Android Tips	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32218	GDN - 2019 Creatives 	Online - PPC Display GDN	Display	LexingtonLaw	Other	Display	Other	nan	nan
32229	Centro: R - LL CS Visits Email Placements - Discount	Online - PPC Display Retargeting	Display	LexingtonLaw	Display - Retargeting	Other	Other	nan	nan
32233	Bing: P - LL IMA Desk	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
32251	Hampton Laboratories - HS 	Hotswap - External	Hotswap External	LexingtonLaw	Other	Other	Other	nan	nan
32274	Linqia Custom: Audience	Online - PPC Social Prospecting	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
32277	Lexington Law Shared Audience -Whitelisted	Online - PPC Social Prospecting	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
32281	Facebook: Prospecting - Broad	Online - PPC Social Prospecting	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
32283	Facebook: Customer LTV Lookalike 1%	Online - PPC Social Prospecting	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
32293	Stringo:Yahoo_Native:Five Category KW	Online - PPC Native Prospecting	Display	LexingtonLaw	Native - Prospecting	Other	Other	nan	nan
32325	Yahoo: Lexington Law - PPC Native Prospecting	Online - PPC Native Prospecting	Display	LexingtonLaw	Native - Prospecting	Other	Other	nan	nan
32334	MSN: Brand Desktop - Lexington Law Sign In 1 	Online - PPC Bing BR (New)	Paid Search - Brand	LexingtonLaw	Other	Other	Bing	nan	nan
32335	MSN: Brand Mobile - Lexington Law Sign In 1 	Online - PPC Bing BR (Old)	Paid Search - Brand	LexingtonLaw	Other	Other	Bing	nan	nan
32361	CreditReviews.com - OB	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32406	Geist:FB_Native:SneakPeakReview	Online - PPC Native Prospecting	Display	LexingtonLaw	Native - Prospecting	Other	Other	nan	nan
32418	Outbrain: Lexington Law - PPC Native Prospecting	Online - PPC Native Prospecting	Display	LexingtonLaw	Native - Prospecting	Other	Other	nan	nan
32424	Gemini: NBrand Desktop - Native - SRT - B	Online - PPC Native Prospecting	Display	LexingtonLaw	Native - Prospecting	Other	Other	nan	nan
32430	MSN: Brand Desktop - Lexington Law KW Exact	Online - PPC Bing BR (New)	Paid Search - Brand	LexingtonLaw	Other	Other	Bing	nan	nan
32434	Google: Brand Test	Online - PPC Google BR (New)	Paid Search - Brand	LexingtonLaw	Other	Other	Google	nan	nan
32438	Yahoo: Lexington Law - Native - Prospecting	Online - PPC Native Prospecting	Display	LexingtonLaw	Native - Prospecting	Other	Other	nan	nan
32440	LEX_RMKTG_Kaleyra_FOG_2	Remarketing - FOG SMS	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
32443	LEX_RMKTG_Kaleyra_FOG_4	Remarketing - FOG SMS	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
32444	LEX_RMKTG_Kaleyra_FOG_5	Remarketing - FOG SMS	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
32459	Axiom Credibility	Hotswap - External	Hotswap External	LexingtonLaw	Other	Other	Other	nan	nan
32479	RateSpecial - AFID 428069	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32509	Lexington Law Client Cohort #4	Remarketing - FFHD Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
32510	Lexington Law Client Cohort #5	Remarketing - FFHD Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
32511	Lexington Law Client Cohort #6	Remarketing - Direct	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
32553	LEX_RMKTG_Kaleyra_FOG_1	Remarketing - FOG SMS	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
32573	Facebook: Prospecting - Broad	Online - PPC Social Prospecting	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
32627	Rate Special - $50 Off	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32635	Credit Sesame - Morpheus My Actions Page Regular placement	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32636	Credit Sesame - Morpheus My Actions Page Preferred placement 	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32637	Credit Sesame - Morpheus Payment History Page Regular placement	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32657	Brand E5 Email Day 135b - Retired	Remarketing - FC Email	e5	LexingtonLaw	Other	Other	Other	nan	nan
32659	LEX_RMKTG_ChargeOff_2	Remarketing - FC Email	e5	LexingtonLaw	Other	Other	Other	nan	nan
32660	LEX_RMKTG_ChargeOff_4	Remarketing - FC Email	e5	LexingtonLaw	Other	Other	Other	nan	nan
32663	LEX_RMKTG_ChargeOff_3	Remarketing - FC Email	e5	LexingtonLaw	Other	Other	Other	nan	nan
32695	1-PGX Brand (Informational)	Credit.com - Brand PPC	Brand PPC	LexingtonLaw	Other	Other	Other	nan	nan
32700	CCOM CR 8	Credit.com - CRC	Freemium & Email	LexingtonLaw	Other	Other	Other	nan	nan
32711	4-32711- Credit Repair KW Exact - Desktop	Credit.com - Non-Brand PPC	Non Brand PPC	LexingtonLaw	Other	Other	Other	nan	nan
32713	Online Affiliate - Synergy Email Pub25	Email Marketing - Networks	Email Marketing	LexingtonLaw	Other	Other	Other	nan	nan
32726	Online Affiliate - Synergy Email Pub21	Email Marketing - Networks	Email Marketing	LexingtonLaw	Other	Other	Other	nan	nan
32767	Credit Sesame - Welcome Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32768	Yahoo: Brand - Lexington Law - Native - Prospecting	Online - PPC Native Prospecting	Display	LexingtonLaw	Native - Prospecting	Other	Other	nan	nan
32769	Yahoo: Lexington Law - Native - Prospecting	Online - PPC Native Prospecting	Display	LexingtonLaw	Native - Prospecting	Other	Other	nan	nan
32770	Verizon: R - Both Brands Bliss Opens	Online - PPC Native Retargeting	Display	LexingtonLaw	Native - Retargeting	Other	Other	nan	nan
32772	Outbrain: Lexington Law - Native - Prospecting	Online - PPC Native Prospecting	Display	LexingtonLaw	Native - Prospecting	Other	Other	nan	nan
32779	PowerInbox: Apple News	Online - PPC Native Prospecting	Display	LexingtonLaw	Native - Prospecting	Other	Other	nan	nan
32780	Digital-32780	Online - PPC Native Prospecting	Display	LexingtonLaw	Native - Prospecting	Other	Other	nan	nan
32782	Revcontent: Lexington Law - Native - Prospecting	Online - PPC Native Prospecting	Display	LexingtonLaw	Native - Prospecting	Other	Other	nan	nan
32793	Credit Access SMS Day 15	Remarketing - CA SMS	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
32796	LEX_RMKTG_CRAS_1	Remarketing - CA Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
32797	Bliss Media 1	Email Marketing - Networks	Email Marketing	LexingtonLaw	Other	Other	Other	nan	nan
32801	CCOM Brafton 1	Credit.com - Blog	Blog	LexingtonLaw	Other	Other	Other	nan	nan
32803	CCOM Brafton 3	Credit.com - Blog	Blog	LexingtonLaw	Other	Other	Other	nan	nan
32818	LEX_RMKTG_CRAS_4	Remarketing - CA Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
32822	Web Leads Email 1	Remarketing - Web Lead Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
32823	Web Leads Email 2	Remarketing - Web Lead Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
32824	Web Leads Email 3	Remarketing - Web Lead Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
32849	CCOM Blog 5	Credit.com - Blog	Blog	LexingtonLaw	Other	Other	Other	nan	nan
32866	Consumers Advocate - PLS.org	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32889	Email - Welcome1	Credit.com - Email	Freemium & Email	LexingtonLaw	Other	Other	Other	nan	nan
32893	CCOM Intent 3	Credit.com - Intent	Intent	LexingtonLaw	Other	Other	Other	nan	nan
32897	ExtraCredit - Restore It - Premium	Credit.com - Extra Credit	Extra Credit	LexingtonLaw	Other	Other	Other	nan	nan
32916	Active Email	Lead Gen - External	Lead Gen	LexingtonLaw	Other	Other	Other	nan	nan
32931	Dot818 - Online Affiliate - Loan Denial - Closed/Shutdown	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32937	Credit Sesame - Mobile App PH Variation 1	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
32956	Facebook: LAL 8%	Online - PPC Social Prospecting	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
32957	Facebook: PR - Interests (Credit Cards)	Online - PPC Social Prospecting	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
32959	Facebook: Prospecting - Interests (Housing)	Online - PPC Social Prospecting	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
32961	Facebook: Prospecting - Interest  (Competitors)	Online - PPC Social Prospecting	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
33013	Taboola: P - Credit Audience	Online - PPC Native Prospecting	Display	LexingtonLaw	Native - Prospecting	Other	Other	nan	nan
33016	Social Media-19	Brand - Direct Earned Social	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
33017	Social Media-20	Brand - Direct Earned Social	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
33018	Social Media-21	Brand - Direct Earned Social	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
33019	Social Media-22	Brand - Direct Earned Social	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
33020	Social Media-23	Brand - Direct Earned Social	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
33032	Social Media-35	Brand - Direct Earned Social	Earned Media	LexingtonLaw	Other	Other	Other	nan	nan
33051	Dot Dash - Affiliate - Investopedia	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33060	4-33060- Credit Repair Services - Theme	Credit.com - Non-Brand PPC	Non Brand PPC	LexingtonLaw	Other	Other	Other	nan	nan
33065	Credit Sesame - Collections PreFill Test	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33066	DLS Store - Affiliate - AutoLoan - Inactive	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33073	Affiliate - Synergy Email Pub43	Email Marketing - Networks	Email Marketing	LexingtonLaw	Other	Other	Other	nan	nan
33075	Google: NB Credit Score	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33093	AmOne - Email	Hotswap - External	Hotswap External	LexingtonLaw	Other	Other	Other	nan	nan
33098	4-General - Clean Credit KWE - Lex Lander Online	Credit.com - Non-Brand PPC	Non Brand PPC	LexingtonLaw	Other	Other	Other	nan	nan
33107	1-PGX Brand	Credit.com - Brand PPC	Brand PPC	LexingtonLaw	Other	Other	Other	nan	nan
33145	ACE (Funding Way) - Affiliate - Spanish	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33196	Stringo-LEX-Centro-Prospecting-33196	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33198	Stringo-Centro-Prospecting-33198	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33200	Stringo-Centro-Prospecting-33200	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33201	Stringo-Centro-Prospecting-33201	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33203	Taboola: P - Credit Audience	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33206	Centro Display	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33208	Centro: R - CR Credit Matters - Discount - V2	Online - PPC Display Retargeting	Display	LexingtonLaw	Display - Retargeting	Other	Other	nan	nan
